Segment,Cohort,Metric,MOB_Start,MOB_End,Approach,Param1,Param2,Explanation
ALL,ALL,Coll_Principal,0,999,CohortAvg,6,,Default: Rolling average of last 6 MOBs provides stable collection rate forecast
ALL,ALL,Coll_Interest,0,999,CohortAvg,6,,Default: Rolling average of last 6 MOBs provides stable interest collection forecast
ALL,ALL,InterestRevenue,0,999,CohortAvg,6,,Default: Rolling average of last 6 MOBs captures recent interest accrual patterns
ALL,ALL,WO_Other,0,999,CohortAvg,6,,Default: Rolling average of last 6 MOBs for non-debt-sale writeoffs
ALL,ALL,ContraSettlements_Principal,0,999,CohortAvg,6,,Default: Rolling average for settlements - typically small and stable
ALL,ALL,ContraSettlements_Interest,0,999,CohortAvg,6,,Default: Rolling average for interest settlements - typically small and stable
ALL,ALL,NewLoanAmount,0,999,Zero,,,No new loans in backbook forecast - backbook is existing portfolio only
ALL,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.85,,Fixed assumption: 85% of provisions allocated to debt sale pool
ALL,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.9,,Fixed assumption: 90p per GBV sold (buyer pricing assumption)
NON PRIME,201912,WO_DebtSold,0,999,CohortAvg,6,,Mature cohort with full debt sale history - use rolling average
NON PRIME,202001,WO_DebtSold,0,999,CohortAvg,6,,Clustered cohort with sufficient debt sale history - use rolling average
NON PRIME,202101,WO_DebtSold,0,999,CohortAvg,6,,Clustered cohort with sufficient debt sale history - use rolling average
NON PRIME,202201,WO_DebtSold,0,69,DonorCohort,201912,,Young cohort: borrow from 201912 until MOB 69 (201912's max MOB)
NON PRIME,202201,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202301,WO_DebtSold,0,69,DonorCohort,201912,,Clustered cohort: borrow from 201912 for debt sale timing patterns
NON PRIME,202301,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202404,WO_DebtSold,0,69,DonorCohort,201912,,Recent cohort: borrow from 201912 - similar segment characteristics
NON PRIME,202404,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202405,WO_DebtSold,0,69,DonorCohort,201912,,Recent cohort: borrow from 201912 - similar segment characteristics
NON PRIME,202405,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202406,WO_DebtSold,0,69,DonorCohort,201912,,Recent cohort: borrow from 201912 - similar segment characteristics
NON PRIME,202406,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202407,WO_DebtSold,0,69,DonorCohort,201912,,Recent cohort: borrow from 201912 - similar segment characteristics
NON PRIME,202407,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202408,WO_DebtSold,0,69,DonorCohort,201912,,Recent cohort: borrow from 201912 - similar segment characteristics
NON PRIME,202408,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202409,WO_DebtSold,0,69,DonorCohort,201912,,Recent cohort: borrow from 201912 - similar segment characteristics
NON PRIME,202409,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202410,WO_DebtSold,0,69,DonorCohort,201912,,Recent cohort: borrow from 201912 - similar segment characteristics
NON PRIME,202410,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202411,WO_DebtSold,0,69,DonorCohort,201912,,Recent cohort: borrow from 201912 - similar segment characteristics
NON PRIME,202411,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202412,WO_DebtSold,0,69,DonorCohort,201912,,Recent cohort: borrow from 201912 - similar segment characteristics
NON PRIME,202412,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202501,WO_DebtSold,0,69,DonorCohort,201912,,New cohort: borrow from 201912 - insufficient own debt sale history
NON PRIME,202501,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202502,WO_DebtSold,0,69,DonorCohort,201912,,New cohort: borrow from 201912 - insufficient own debt sale history
NON PRIME,202502,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202503,WO_DebtSold,0,69,DonorCohort,201912,,New cohort: borrow from 201912 - insufficient own debt sale history
NON PRIME,202503,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202504,WO_DebtSold,0,69,DonorCohort,201912,,New cohort: borrow from 201912 - insufficient own debt sale history
NON PRIME,202504,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202505,WO_DebtSold,0,69,DonorCohort,201912,,New cohort: borrow from 201912 - insufficient own debt sale history
NON PRIME,202505,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202506,WO_DebtSold,0,69,DonorCohort,201912,,New cohort: borrow from 201912 - insufficient own debt sale history
NON PRIME,202506,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202507,WO_DebtSold,0,69,DonorCohort,201912,,New cohort: borrow from 201912 - insufficient own debt sale history
NON PRIME,202507,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202508,WO_DebtSold,0,69,DonorCohort,201912,,New cohort: borrow from 201912 - insufficient own debt sale history
NON PRIME,202508,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NON PRIME,202509,WO_DebtSold,0,69,DonorCohort,201912,,New cohort: borrow from 201912 - insufficient own debt sale history
NON PRIME,202509,WO_DebtSold,70,999,CohortAvg,6,,Beyond donor MOB: use own rolling average
NRP-M,202001,WO_DebtSold,0,999,CohortAvg,6,,Clustered cohort with debt sale history - use rolling average
NRP-M,202101,WO_DebtSold,0,999,CohortAvg,6,,Clustered cohort with sufficient history - use rolling average
