Segment,Cohort,Metric,MOB_Start,MOB_End,Approach,Param1,Param2,Explanation
ALL,ALL,Coll_Principal,0,999,CohortAvg,6,,Rolling 6-period average for collections
ALL,ALL,Coll_Interest,0,999,CohortAvg,6,,Rolling 6-period average for interest collections
ALL,ALL,InterestRevenue,0,999,CohortAvg,6,,Rolling 6-period average for interest accrual
ALL,ALL,WO_DebtSold,0,999,CohortAvg,6,,Rolling 6-period average for debt sale writeoffs
ALL,ALL,WO_Other,0,999,CohortAvg,6,,Rolling 6-period average for other writeoffs
ALL,ALL,ContraSettlements_Principal,0,999,CohortAvg,6,,Rolling average for settlements
ALL,ALL,ContraSettlements_Interest,0,999,CohortAvg,6,,Rolling average for interest settlements
ALL,ALL,NewLoanAmount,0,999,Zero,,,No new loans in backbook forecast
ALL,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,Fixed 78.5% coverage for debt sale pool
ALL,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Fixed 24p per GBV sold
NON PRIME,ALL,Total_Coverage_Ratio,40,999,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x based on ITR1 calibration)
NON PRIME,ALL,Total_Coverage_Ratio,20,39,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NON PRIME,ALL,Total_Coverage_Ratio,0,19,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-S,ALL,Total_Coverage_Ratio,40,999,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-S,ALL,Total_Coverage_Ratio,20,39,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-S,ALL,Total_Coverage_Ratio,0,19,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-M,ALL,Total_Coverage_Ratio,40,999,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-M,ALL,Total_Coverage_Ratio,20,39,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-M,ALL,Total_Coverage_Ratio,0,19,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-M,202001,Total_Coverage_Ratio,0,999,Manual,0,,Exception: This cohort has 0 CR historically
NRP-L,ALL,Total_Coverage_Ratio,40,999,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-L,ALL,Total_Coverage_Ratio,20,39,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-L,ALL,Total_Coverage_Ratio,0,19,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
NRP-L,202501,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
NRP-L,202502,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
NRP-L,202504,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
NRP-L,202505,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
NRP-L,202506,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
NRP-L,202507,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
NRP-L,202508,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
NRP-L,202509,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
PRIME,ALL,Total_Coverage_Ratio,40,999,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
PRIME,ALL,Total_Coverage_Ratio,20,39,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
PRIME,ALL,Total_Coverage_Ratio,0,19,ScaledCohortAvg,6,1.2,ITR2: Moderate IFRS 9 uplift (1.2x)
PRIME,202405,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
PRIME,202407,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
PRIME,202409,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
PRIME,202504,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
PRIME,202507,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
PRIME,202508,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
PRIME,202509,Total_Coverage_Ratio,0,999,Manual,0,,Exception: CR consistently 0
ALL,ALL,Total_Coverage_Ratio,0,999,ScaledCohortAvg,6,1.2,ITR2: Fallback with moderate IFRS 9 uplift (1.2x)
